id,id_recipe,id_ingredient,quantity,measurement
2918,3229,2893,2.71,piece
2919,2779,391,3.93,tbsp
2920,1172,1631,1.96,piece
2921,2841,818,0.56,tsp
2922,1002,1934,0.29,cup
2923,1462,2989,2.96,g
2924,390,2100,1.17,tbsp
2925,3613,888,2.35,tbsp
2926,1893,600,0.89,piece
2927,1713,1673,1.2,g
2928,554,1849,0.83,tbsp
2929,1604,453,3.57,tsp
2930,2493,298,1.8,tbsp
2931,2784,1771,1.5,ml
2932,2921,1359,1.89,piece
2933,2066,1426,2.73,tsp
2934,2008,1650,4.1,cup
2935,1924,1249,1.91,tsp
2936,2458,574,2.52,g
2937,1622,381,0.72,tsp
2938,3447,1958,4.92,ml
2939,276,290,3.7,ml
2940,2743,1471,0.67,piece
2941,2484,2043,4.33,ml
2942,1702,959,0.72,tbsp
2943,1350,220,4.68,cup
2944,3414,2866,2.36,tbsp
2945,586,187,3.79,ml
2946,544,776,3.16,tsp
2947,3959,1767,4.64,tsp
2948,585,2248,3.18,ml
2949,3260,1674,0.69,piece
2950,94,868,4.96,tbsp
2951,3837,1400,2.37,piece
2952,3178,2504,3.78,cup
2953,3145,1094,3.1,tsp
2954,573,560,3.16,g
2955,3683,253,1.37,piece
2956,106,1894,4.28,tbsp
2957,1352,731,0.98,ml
2958,2706,2751,1.05,piece
2959,2437,1358,1.2,cup
2960,673,1106,2.52,tbsp
2961,2362,1833,3.84,piece
2962,1476,2754,2.08,g
2963,3484,1513,3.88,piece
2964,2924,1211,4.11,g
2965,3603,2651,0.7,tbsp
2966,1846,396,0.22,piece
2967,39,2188,4.18,cup
2968,3457,908,3.53,tsp
2969,1807,791,3.71,tbsp
2970,3312,2358,0.24,cup
2971,3953,2282,2.53,tsp
2972,3996,2101,2.72,ml
2973,2675,1024,0.44,tbsp
2974,3340,2339,0.24,piece
2975,3801,1136,4.92,tbsp
2976,1583,379,3.05,g
2977,588,2274,1.13,tsp
2978,3114,2482,4.26,tsp
2979,1712,1135,0.16,tsp
2980,404,1794,2.9,cup
2981,3138,1330,0.54,piece
2982,646,1306,2.48,tbsp
2983,1755,1135,2.8,tsp
2984,1857,2462,1.24,cup
2985,3811,2138,2.34,piece
2986,73,2303,0.32,piece
2987,2654,2525,3.12,g
2988,2934,1221,4.83,tbsp
2989,1841,2333,1.01,cup
2990,2286,2656,1.04,tbsp
2991,664,2215,0.38,piece
2992,2120,1424,3.09,ml
2993,1913,433,3.45,tsp
2994,574,2368,1.71,ml
2995,768,2404,2.56,tbsp
2996,1633,45,0.79,cup
2997,3937,1721,3.71,tbsp
2998,1796,2076,0.76,cup
2999,353,803,0.32,piece
3000,2881,58,4.15,ml
3001,1827,49,0.46,piece
3002,308,1500,4.89,cup
3003,3627,2781,0.76,piece
3004,2952,2952,4.35,ml
3005,441,1525,3.58,tsp
3006,2579,2131,4.24,ml
3007,653,121,3.99,cup
3008,3785,2144,2.59,piece
3009,962,674,0.54,cup
3010,1419,484,0.75,ml
3011,3172,405,2.46,cup
3012,2172,1457,3.96,g
3013,837,764,2.85,ml
3014,2725,2086,3.17,ml
3015,872,2352,1.11,cup
3016,2714,1788,1.31,g
3017,212,2627,1.56,ml
3018,2808,313,1.18,tbsp
3019,3319,97,0.55,ml
3020,1986,2120,0.82,cup
3021,1644,2907,1.29,tsp
3022,885,131,1.75,tbsp
3023,2419,485,1.25,tsp
3024,3524,205,3.02,piece
3025,2951,950,1.36,tbsp
3026,1701,2020,2.11,tbsp
3027,3493,1260,1.07,tbsp
3028,779,745,3.06,cup
3029,664,2392,1.26,piece
3030,1132,1235,3.07,tbsp
3031,328,1712,1.39,cup
3032,431,2686,2.97,tsp
3033,2622,272,3.92,g
3034,3218,1469,0.11,ml
3035,2536,2065,1.98,ml
3036,2250,371,0.47,g
3037,3384,1108,0.17,g
3038,3287,2335,0.67,tbsp
3039,3740,1696,2.1,cup
3040,2462,986,3.95,cup
3041,403,1115,4.39,tbsp
3042,852,1688,3.07,cup
3043,1982,1365,4.55,tbsp
3044,203,262,4.19,cup
3045,3891,111,4.77,ml
3046,3508,69,3.27,ml
3047,1408,1221,0.61,g
3048,1696,988,2.69,tbsp
3049,1002,1938,3.6,tbsp
3050,1452,1816,1.82,piece
3051,3713,1289,1.26,tsp
3052,2704,770,0.28,tsp
3053,3722,1456,4.14,g
3054,3929,2395,4.86,tsp
3055,3029,2516,0.52,ml
3056,774,1893,0.54,ml
3057,3799,1346,2.36,ml
3058,631,1803,1.62,g
3059,3550,1900,0.22,ml
3060,1595,1638,4.42,g
3061,3601,2439,3.72,tsp
3062,1709,51,2.84,piece
3063,2112,2303,4.16,ml
3064,2622,500,0.95,cup
3065,3521,2908,4.34,cup
3066,2882,2687,0.26,tsp
3067,2989,900,1.76,cup
3068,154,820,1.54,ml
3069,2206,2039,0.72,piece
3070,111,2246,0.21,tbsp
3071,1847,920,1.74,cup
3072,2785,2244,4.65,tsp
3073,3524,1561,4.99,cup
3074,1452,701,0.34,tsp
3075,795,1808,1.4,cup
3076,2474,784,1.35,cup
3077,1922,415,0.56,piece
3078,934,295,4.65,cup
3079,1645,711,1.1,piece
3080,3038,2210,2.44,tbsp
3081,2956,1171,2.2,ml
3082,1007,2024,2.95,ml
3083,3080,542,4.81,g
3084,1045,1256,3.48,tbsp
3085,2791,545,3.18,tbsp
3086,3618,1792,2.56,tsp
3087,2319,1569,4.51,cup
3088,2922,1875,4.06,g
3089,2708,34,3.3,piece
3090,2020,2021,1.91,tbsp
3091,2,440,3.26,tsp
3092,826,1080,3.97,tsp
3093,2536,1909,4.98,piece
3094,1120,2808,0.52,tbsp
3095,3159,3,1.14,g
3096,2038,476,4.75,g
3097,617,1934,4.26,tsp
3098,2362,2007,1.15,ml
3099,99,1064,3.72,piece
3100,428,1915,2.75,tbsp
3101,244,372,4.7,cup
3102,2137,861,0.3,piece
3103,65,873,1.11,cup
3104,3028,2031,1.25,g
3105,3647,2857,1.82,tsp
3106,1566,2574,4.22,cup
3107,2274,726,1.2,ml
3108,3586,486,2.51,piece
3109,65,146,0.87,cup
3110,2203,2773,3.89,tbsp
3111,3038,1533,1.82,tbsp
3112,1073,1592,3.78,tbsp
3113,2507,155,2.43,piece
3114,1946,2538,2.42,g
3115,238,716,4.71,ml
3116,13,2072,2.05,piece
3117,153,2675,4.82,tsp
3118,2291,1643,3.41,tbsp
3119,2097,1861,0.8,tbsp
3120,371,2694,3.23,cup
3121,2369,976,4.57,tbsp
3122,2280,1155,1.63,piece
3123,3513,515,3.6,cup
3124,3605,2829,2.21,piece
3125,3454,2797,1.61,g
3126,833,2031,4.14,tbsp
3127,3317,2111,1.31,piece
3128,2614,1948,1.51,ml
3129,3881,1218,1.81,tbsp
3130,984,1161,4.81,tbsp
3131,3007,1582,1.59,tbsp
3132,1733,2482,0.33,tbsp
3133,3505,1565,0.94,tbsp
3134,1421,581,0.6,tsp
3135,3918,1588,4.27,cup
3136,3615,2836,3.77,piece
3137,1850,1291,2.04,g
3138,3958,2736,1.16,cup
3139,2102,984,2.34,cup
3140,2480,1092,4.12,piece
3141,2406,1004,4.43,g
3142,1341,271,0.16,ml
3143,1834,1430,3.64,piece
3144,1287,1197,4.44,g
3145,3933,1175,3.42,piece
3146,155,1506,3.03,tbsp
3147,698,320,4.82,g
3148,3343,2145,4.52,tbsp
3149,3013,2901,2.65,cup
3150,2102,1212,4.16,piece
3151,2136,730,0.44,tsp
3152,1221,721,2.84,tbsp
3153,1706,1306,1.82,cup
3154,1948,1515,4.96,cup
3155,1498,2196,0.82,piece
3156,1527,2798,1.84,tsp
3157,3486,1759,3.95,piece
3158,57,2415,4.31,g
3159,3270,515,4.43,piece
3160,1122,2409,1.73,cup
3161,1469,546,3.89,tsp
3162,3245,378,4.84,tbsp
3163,3372,1065,4.09,cup
3164,2803,1012,2.49,g
3165,3352,1212,2.0,piece
3166,280,2127,4.65,g
3167,3457,2402,1.58,g
3168,658,2645,0.32,piece
3169,3575,1065,2.6,g
3170,1336,2640,1.13,g
3171,1518,1057,2.69,cup
3172,3976,1142,0.3,cup
3173,3345,2519,2.52,cup
3174,395,48,1.93,ml
3175,2771,2970,4.76,tsp
3176,666,2111,2.14,cup
3177,2170,1580,2.12,tbsp
3178,532,2002,3.54,ml
3179,992,1345,3.22,g
3180,3247,1559,1.22,tsp
3181,3417,2405,0.79,tsp
3182,3777,1182,1.33,cup
3183,3160,2322,3.83,ml
3184,2738,1163,2.1,g
3185,2932,1337,1.82,tbsp
3186,3940,760,1.76,cup
3187,1966,1485,4.81,tsp
3188,2463,634,4.53,tsp
3189,3216,106,2.83,ml
3190,3986,633,2.43,tbsp
3191,1020,1362,4.27,tsp
3192,261,2607,1.92,tsp
3193,2814,2889,3.39,g
3194,3588,501,1.63,cup
3195,461,1325,4.75,cup
3196,2272,2823,1.43,tsp
3197,528,2669,3.67,tbsp
3198,3342,933,1.45,tsp
3199,2338,278,3.82,cup
3200,3562,1075,3.4,tsp
3201,3020,778,3.1,tbsp
3202,3576,2061,4.53,g
3203,293,2991,2.84,cup
3204,3899,1523,4.32,piece
3205,1990,2996,4.7,g
3206,404,2307,1.89,g
3207,3087,593,4.27,piece
3208,106,162,3.91,ml
3209,1526,2868,3.09,cup
3210,2268,2312,2.48,ml
3211,2761,1914,1.85,g
3212,1808,1746,1.68,tbsp
3213,227,2440,3.05,tsp
3214,1452,1297,2.16,cup
3215,2464,2776,0.52,cup
3216,2175,681,3.77,cup
3217,2073,2486,2.54,tbsp
3218,821,2790,3.47,ml
3219,3371,2121,1.66,cup
3220,1583,669,0.29,cup
3221,1,2309,2.63,tsp
3222,3174,2351,0.69,tsp
3223,1434,2603,0.5,piece
3224,3367,1991,2.39,cup
3225,681,1269,3.86,ml
3226,689,697,0.85,g
3227,1662,2581,4.15,piece
3228,211,1184,2.42,g
3229,2496,2558,0.28,ml
3230,3785,2685,0.81,piece
3231,2381,1071,2.53,ml
3232,3455,2776,4.9,ml
3233,276,1901,1.34,cup
3234,868,904,4.21,ml
3235,3995,2158,2.4,ml
3236,3098,2589,4.11,tbsp
3237,3317,2042,2.34,cup
3238,2626,744,4.21,tbsp
3239,1448,1599,0.88,tsp
3240,39,533,2.81,tbsp
3241,1785,2239,2.19,g
3242,1900,2632,3.99,piece
3243,682,2182,0.64,g
3244,3781,981,3.41,ml
3245,1624,2228,3.53,cup
3246,2587,161,2.35,tbsp
3247,2392,2786,4.35,cup
3248,386,1193,3.68,piece
3249,658,2941,4.51,piece
3250,73,1226,3.3,tsp
3251,2240,2749,2.23,ml
3252,1891,1396,4.4,tsp
3253,1009,23,4.33,cup
3254,3405,1087,3.98,g
3255,2917,2610,3.74,piece
3256,1322,2717,3.33,tsp
3257,2991,305,0.66,cup
3258,3259,243,2.7,g
3259,1191,497,1.43,ml
3260,1403,1747,4.49,tbsp
3261,2393,1790,0.44,g
3262,1660,2754,0.13,g
3263,3410,757,0.39,tsp
3264,1029,2620,2.14,ml
3265,3611,1010,3.81,g
3266,1823,781,4.58,tsp
3267,531,2314,1.13,ml
3268,587,266,2.42,ml
3269,1179,674,3.76,piece
3270,1432,2030,0.84,cup
3271,432,344,0.12,g
3272,2779,2625,1.0,cup
3273,3309,1153,1.72,tbsp
3274,2058,1546,2.12,cup
3275,1677,280,4.98,g
3276,1159,1766,3.21,tbsp
3277,2296,1217,1.27,tsp
3278,2055,434,0.32,ml
3279,1964,1685,3.52,tbsp
3280,2222,2396,4.47,piece
3281,68,1926,0.56,tbsp
3282,3293,1756,3.16,piece
3283,3287,1394,1.89,piece
3284,2086,1070,1.21,g
3285,3686,1720,4.7,ml
3286,2129,285,1.5,g
3287,2054,2564,2.9,g
3288,1236,1807,1.42,piece
3289,1890,2452,0.55,tsp
3290,2934,776,3.15,tbsp
3291,2846,2921,3.57,tsp
3292,3427,1729,3.65,cup
3293,6,1690,3.56,cup
3294,1629,940,4.83,g
3295,1925,280,1.83,ml
3296,2545,1042,4.47,tbsp
3297,2435,1416,1.57,cup
3298,2929,394,3.74,tbsp
3299,218,2312,0.28,ml
3300,348,2938,1.16,g
3301,3697,2370,3.4,piece
3302,3687,2387,1.8,ml
3303,151,2138,3.53,ml
3304,3800,2548,4.07,tsp
3305,1631,581,3.98,g
3306,2523,2196,1.7,ml
3307,1387,1681,3.14,tbsp
3308,1539,2793,4.63,tbsp
3309,1128,1725,3.21,tbsp
3310,2724,1942,3.61,tsp
3311,422,606,0.96,tsp
3312,2873,1913,4.67,tbsp
3313,974,316,4.5,tsp
3314,1578,2662,2.4,piece
3315,1081,857,3.84,ml
3316,2226,1549,1.05,tsp
3317,535,2045,4.69,tbsp
3318,684,567,4.04,cup
3319,775,2774,3.65,tbsp
3320,543,1157,2.39,tbsp
3321,519,979,2.05,piece
3322,150,1113,1.25,cup
3323,3675,2983,3.66,cup
3324,200,2637,1.62,piece
3325,2835,378,1.03,tsp
3326,3691,10,3.6,piece
3327,1975,684,4.21,g
3328,1574,2587,0.8,piece
3329,3501,220,3.69,tbsp
3330,3986,2250,0.95,piece
3331,2064,2591,0.1,tbsp
3332,338,2218,1.05,tbsp
3333,423,1840,3.97,ml
3334,1995,2959,2.84,g
3335,2362,1538,2.71,piece
3336,622,564,1.1,tbsp
3337,2716,537,1.96,tsp
3338,2897,901,2.18,tbsp
3339,825,1662,4.33,ml
3340,97,1011,1.79,g
3341,1829,1818,2.89,ml
3342,398,1371,0.36,tbsp
3343,1215,2632,3.83,ml
3344,2587,2611,2.11,tbsp
3345,1384,1478,2.42,tbsp
3346,309,1067,3.89,tsp
3347,2263,681,4.33,tbsp
3348,1666,2436,1.94,piece
3349,348,436,0.25,cup
3350,1895,1140,0.72,tbsp
3351,1673,712,0.48,cup
3352,533,2719,0.35,tsp
3353,3090,1528,3.4,tbsp
3354,1630,2968,3.8,piece
3355,2787,2287,4.34,g
3356,3708,110,4.61,cup
3357,3575,1323,1.33,g
3358,583,332,1.85,g
3359,324,1118,1.65,g
3360,787,620,4.17,tsp
3361,2092,2151,1.07,tsp
3362,294,2909,1.16,piece
3363,337,1207,0.24,tsp
3364,3839,1425,1.45,tbsp
3365,2101,1716,0.77,g
3366,964,967,1.16,tbsp
3367,1059,2602,4.26,piece
3368,633,16,2.64,g
3369,2506,602,2.7,piece
3370,1885,210,3.22,piece
3371,2221,1792,3.8,tsp
3372,31,2327,2.01,cup
3373,259,907,3.44,g
3374,3195,1267,3.6,tsp
3375,1097,2613,4.92,g
3376,2226,2956,3.65,g
3377,1544,1426,4.48,piece
3378,3929,854,4.43,tsp
3379,3815,737,4.19,cup
3380,1109,1420,4.19,tsp
3381,585,2869,0.24,ml
3382,1097,2481,3.54,cup
3383,2344,1933,4.0,cup
3384,3041,437,1.34,ml
3385,1940,1808,4.2,piece
3386,3562,1060,4.1,g
3387,1841,990,1.83,tbsp
3388,2296,2178,2.5,cup
3389,2726,576,3.94,tbsp
3390,456,677,1.46,piece
3391,2303,1455,1.7,cup
3392,2990,2427,1.21,g
3393,2586,1021,1.87,cup
3394,1307,188,3.86,tbsp
3395,2336,217,4.78,ml
3396,2756,1307,4.75,g
3397,3411,517,1.11,tbsp
3398,641,1359,1.22,piece
3399,3801,1134,2.42,tsp
3400,256,352,2.13,tsp
3401,995,812,4.23,ml
3402,495,1125,1.07,piece
3403,3809,1367,3.52,piece
3404,3451,1412,4.91,ml
3405,1502,1089,1.22,piece
3406,2658,2270,1.67,tsp
3407,2490,345,0.78,g
3408,3581,9,4.1,tbsp
3409,2039,861,3.71,g
3410,1604,1376,3.39,piece
3411,61,2500,0.36,piece
3412,3532,394,2.38,piece
3413,3720,1240,3.83,cup
3414,551,2398,3.44,tbsp
3415,3009,2675,0.35,piece
3416,3445,23,1.55,cup
3417,562,575,0.61,cup
3418,164,2741,4.34,cup
3419,2437,1426,1.1,tbsp
3420,3698,127,1.5,tbsp
3421,2122,894,4.23,piece
3422,3628,2010,4.07,piece
3423,3093,2257,2.97,tsp
3424,2333,2245,2.02,cup
3425,3943,1706,1.28,tbsp
3426,380,765,4.98,cup
3427,3725,1306,0.18,cup
3428,1929,1246,4.23,tsp
3429,1316,1292,2.84,g
3430,1874,193,1.69,ml
3431,729,2712,2.88,ml
3432,3254,463,2.92,tsp
3433,2928,326,1.93,g
3434,2509,1488,3.22,ml
3435,241,791,2.41,ml
3436,374,203,3.38,tbsp
3437,3310,1622,4.77,tsp
3438,1991,2327,0.43,tbsp
3439,3120,1013,2.28,ml
3440,1266,1482,0.32,tsp
3441,3189,968,0.8,g
3442,849,403,3.98,ml
3443,2668,310,1.31,tbsp
3444,390,118,2.98,piece
3445,534,431,3.64,tsp
3446,526,1677,4.84,tbsp
3447,3872,704,4.66,ml
3448,3796,2936,4.92,tsp
3449,1701,2885,2.51,piece
3450,2491,2275,4.11,ml
3451,593,368,3.2,g
3452,3121,1579,0.28,tbsp
3453,40,70,0.92,piece
3454,810,942,2.74,piece
3455,3165,1094,3.56,g
3456,871,1261,2.89,cup
3457,1575,1603,4.24,g
3458,2433,2588,4.83,ml
3459,1297,608,1.32,tbsp
3460,25,2891,0.24,piece
3461,1045,2280,1.67,ml
3462,169,565,1.78,cup
3463,1879,2450,1.17,tbsp
3464,1259,2558,3.11,ml
3465,3453,300,4.5,ml
3466,3705,266,4.89,tsp
3467,960,2115,1.53,g
3468,3816,1053,1.68,ml
3469,3456,2854,1.18,tsp
3470,3623,1447,1.11,cup
3471,554,2876,0.51,cup
3472,2921,2228,4.17,g
3473,3626,410,3.66,ml
3474,2439,1992,1.06,tbsp
3475,3107,134,0.56,cup
3476,1419,2454,2.74,tsp
3477,3749,1195,4.42,tsp
3478,1291,2322,3.97,piece
3479,3771,1895,4.49,tbsp
3480,182,2060,0.22,tsp
3481,959,2911,4.13,ml
3482,3385,1636,0.69,piece
3483,2707,2969,4.01,tbsp
3484,1551,751,4.32,tsp
3485,1769,2155,4.14,piece
3486,2376,2084,0.66,tbsp
3487,2230,2145,3.54,ml
3488,289,1711,4.46,g
3489,798,1759,0.85,ml
3490,3045,1537,2.19,tbsp
3491,106,214,0.51,piece
3492,1104,1647,2.91,tbsp
3493,1778,2529,0.4,g
3494,2456,167,2.86,g
3495,936,1962,2.02,g
3496,1502,766,4.66,tsp
3497,2289,2972,1.41,ml
3498,3451,1084,0.45,ml
3499,3475,661,0.67,tbsp
3500,2853,1517,4.03,tbsp
3501,838,1751,4.53,g
3502,1040,983,1.92,tsp
3503,1873,2868,3.26,tsp
3504,858,1472,3.54,tbsp
3505,2319,976,3.46,piece
3506,1883,191,1.89,tsp
3507,197,1303,1.84,piece
3508,1279,2593,0.86,cup
3509,1975,2275,4.55,tsp
3510,3747,2655,1.21,tbsp
3511,2506,2769,2.57,tbsp
3512,2522,891,1.47,piece
3513,184,2791,4.85,tbsp
3514,2939,2018,1.56,tbsp
3515,1752,2639,3.15,g
3516,82,760,2.95,tsp
3517,1061,1710,3.52,ml
3518,381,1940,2.59,ml
3519,3151,706,0.93,tsp
3520,2915,1396,3.47,g
3521,1032,2263,2.35,piece
3522,3817,896,3.34,g
3523,2438,82,0.76,piece
3524,1484,2514,1.95,piece
3525,919,1907,0.72,tsp
3526,3799,2208,1.09,tsp
3527,3109,2637,1.08,tbsp
3528,1701,852,0.85,tsp
3529,3427,1867,2.95,tsp
3530,3849,813,0.21,tsp
3531,2351,194,3.31,ml
3532,358,1993,3.65,g
3533,2001,264,2.96,tsp
3534,892,202,2.19,piece
3535,638,1690,4.37,piece
3536,2954,176,4.42,ml
3537,1508,30,2.4,piece
3538,2712,2273,3.83,tbsp
3539,1899,1462,1.69,tbsp
3540,1863,1581,1.19,ml
3541,3198,2357,0.49,tsp
3542,3445,2843,1.2,piece
3543,1459,2919,1.89,piece
3544,2121,392,2.92,tbsp
3545,1511,1356,1.49,tbsp
3546,94,645,0.85,tsp
3547,1769,111,3.22,piece
3548,1535,1292,3.5,cup
3549,429,623,4.07,g
3550,274,212,4.59,tbsp
3551,3281,784,4.87,tbsp
3552,2400,2735,0.15,cup
3553,852,2554,3.61,cup
3554,2911,2003,0.25,tsp
3555,1133,2223,3.65,tbsp
3556,2118,2695,1.92,cup
3557,3190,273,4.39,tbsp
3558,1281,2790,2.45,tsp
3559,3209,1541,0.22,cup
3560,1368,2534,0.71,tbsp
3561,2931,2564,3.65,piece
3562,1576,2846,3.26,cup
3563,2687,192,0.89,cup
3564,3033,2257,1.63,tsp
3565,1106,1545,2.45,tsp
3566,2978,186,0.76,piece
3567,3205,316,1.73,tbsp
3568,1615,2752,2.65,piece
3569,3879,1924,2.49,cup
3570,1502,160,2.68,piece
3571,3717,32,1.86,tsp
3572,1689,2399,2.35,g
3573,925,1600,3.81,tbsp
3574,2435,875,4.34,tsp
3575,2716,2476,0.63,ml
3576,720,2032,4.93,ml
3577,1822,584,4.94,tsp
3578,2567,2746,2.76,tbsp
3579,1427,2556,1.39,g
3580,560,1872,4.57,cup
3581,3591,1067,1.61,piece
3582,1820,2808,2.88,tbsp
3583,560,2603,3.26,cup
3584,562,541,4.22,g
3585,3081,1637,3.96,tsp
3586,3484,2094,0.59,tsp
3587,3396,548,1.27,piece
3588,1984,2867,4.31,cup
3589,698,1278,3.58,cup
3590,2057,2129,2.13,tbsp
3591,1478,2777,4.12,tsp
3592,3244,374,1.71,tbsp
3593,343,2935,0.5,ml
3594,3808,2105,4.98,ml
3595,3974,776,2.57,cup
3596,3401,1389,4.54,tsp
3597,3636,2239,3.86,tsp
3598,1435,150,0.49,ml
3599,2267,2385,0.89,tbsp
3600,2381,2793,3.28,piece
3601,3734,1513,3.9,tbsp
3602,3974,1379,3.86,ml
3603,2938,360,1.06,tsp
3604,559,2046,1.2,g
3605,3490,2115,2.12,cup
3606,1340,2219,3.88,piece
3607,1440,2795,0.97,ml
3608,3554,2491,3.76,cup
3609,3533,1527,4.92,piece
3610,2623,2292,4.39,piece
3611,2194,1337,4.71,cup
3612,3706,511,0.96,piece
3613,3450,329,3.22,piece
3614,3386,248,2.18,tbsp
3615,583,731,3.87,tsp
3616,2675,1435,0.37,cup
3617,2031,2192,1.21,piece
3618,586,2612,1.28,piece
3619,3503,2018,1.02,cup
3620,1131,1681,1.48,cup
3621,3826,2677,2.54,tsp
3622,3873,1959,3.51,ml
3623,515,958,3.68,ml
3624,3639,224,0.14,cup
3625,171,784,2.03,cup
3626,1820,2906,2.67,g
3627,3525,1921,4.6,tsp
3628,624,1405,1.58,tsp
3629,2810,2864,4.71,cup
3630,1946,1977,2.18,tbsp
3631,3251,2839,3.58,tsp
3632,2653,984,3.14,ml
3633,3200,1232,3.56,piece
3634,2136,1864,0.29,tbsp
3635,2546,1272,0.85,ml
3636,489,821,2.26,ml
3637,2831,1623,4.1,cup
3638,3387,2616,4.63,tbsp
3639,836,965,0.91,ml
3640,3059,1863,1.81,tbsp
3641,227,735,2.65,piece
3642,1342,2080,1.46,tbsp
3643,875,14,4.54,g
3644,2860,1321,4.44,g
3645,1687,1078,3.33,piece
3646,3496,2758,4.71,piece
3647,1201,2873,0.29,piece
3648,1976,769,4.79,piece
3649,299,756,1.63,g
3650,1514,1199,0.92,g
3651,826,435,0.37,g
3652,1900,79,2.5,g
3653,3146,2184,3.62,piece
3654,2750,1397,2.36,cup
3655,1678,937,0.85,tbsp
3656,3255,2242,3.46,g
3657,1456,2742,3.03,piece
3658,3062,1233,4.68,ml
3659,1786,1585,4.94,cup
3660,1911,1901,0.17,g
3661,926,929,4.18,g
3662,281,2209,2.09,g
3663,2671,1970,2.43,piece
3664,1389,801,2.16,cup
3665,3773,661,3.86,g
3666,2772,271,3.16,g
3667,3452,1671,2.48,tbsp
3668,1052,180,4.61,cup
3669,2731,2398,0.7,tbsp
3670,3921,2458,4.01,ml
3671,2551,1885,4.69,tsp
3672,3149,1397,2.02,cup
3673,2393,1907,2.7,g
3674,3063,491,1.62,tsp
3675,1732,191,0.7,piece
3676,963,2082,3.08,tsp
3677,2080,811,4.72,piece
3678,2436,220,0.59,cup
3679,712,1706,2.27,tbsp
3680,1711,667,4.11,ml
3681,3206,1862,4.56,g
3682,84,1651,0.26,piece
3683,3758,1028,0.64,piece
3684,3749,283,2.03,cup
3685,1496,1039,4.84,piece
3686,1860,1058,1.08,cup
3687,2756,1772,4.48,ml
3688,430,2302,1.7,tsp
3689,1332,619,2.48,ml
3690,3575,1033,0.78,tbsp
3691,1288,2315,0.59,piece
3692,743,1920,4.38,ml
3693,3042,1425,0.87,piece
3694,2009,168,0.43,tsp
3695,332,590,2.42,cup
3696,2950,2566,0.89,ml
3697,763,2001,3.25,tbsp
3698,2894,572,3.72,g
3699,3802,779,2.2,piece
3700,1712,1609,2.79,tsp
3701,3519,2275,0.94,cup
3702,714,1122,1.75,tsp
3703,1578,1172,1.0,tbsp
3704,676,2245,1.19,piece
3705,3438,954,3.64,cup
3706,2612,399,3.1,tbsp
3707,930,517,1.05,tsp
3708,2609,2677,4.52,ml
3709,1311,438,1.99,tbsp
3710,3339,2480,2.14,cup
3711,1476,2661,3.03,ml
3712,3366,479,4.79,piece
3713,1240,2741,1.46,tsp
3714,3248,201,4.68,piece
3715,1908,2230,1.22,tsp
3716,384,2916,0.91,g
3717,3169,846,4.18,cup
3718,1849,1486,4.35,piece
3719,3284,2766,2.29,ml
3720,1411,2232,2.27,tbsp
3721,1668,2086,0.25,tbsp
3722,2864,2665,3.41,cup
3723,1116,1120,0.87,piece
3724,3609,2978,1.14,cup
3725,3262,894,3.19,g
3726,1940,2755,1.11,piece
3727,1974,816,4.04,g
3728,37,2869,4.13,ml
3729,3501,529,1.96,tsp
3730,1499,819,0.84,piece
3731,2120,2282,3.13,g
3732,3352,1819,2.45,tbsp
3733,1730,1041,2.59,tbsp
3734,3704,78,4.58,cup
3735,1000,483,2.6,tbsp
3736,946,1924,3.11,tbsp
3737,3099,2321,4.78,g
3738,2282,2793,1.59,cup
3739,3241,1387,4.94,piece
3740,3090,2102,2.09,piece
3741,443,1469,2.83,tbsp
3742,2768,2605,4.06,tbsp
3743,1529,2915,4.87,cup
3744,164,2402,4.33,cup
3745,676,2642,3.49,piece
3746,631,2713,4.58,cup
3747,2442,2239,3.11,g
3748,2333,390,4.54,tsp
3749,1007,1415,2.95,cup
3750,1517,1633,4.98,ml
3751,1025,329,4.79,g
3752,1303,670,0.77,cup
3753,956,1493,2.62,ml
3754,3431,2094,1.95,ml
3755,1344,154,4.89,piece
3756,3869,1424,1.69,tsp
3757,3788,2818,2.35,tsp
3758,833,111,4.47,tbsp
3759,2983,1267,1.75,tsp
3760,2571,1910,2.64,ml
3761,575,1958,1.39,cup
3762,3832,272,1.02,g
3763,529,2806,0.74,ml
3764,198,2958,3.22,ml
3765,595,2670,3.22,ml
3766,3840,656,4.55,cup
3767,2733,2344,3.3,ml
3768,2599,2748,3.57,piece
3769,2438,47,2.18,piece
3770,2023,103,3.6,tbsp
3771,3652,655,3.94,cup
3772,3970,170,2.55,tsp
3773,1574,2276,4.9,tsp
3774,554,1495,4.35,ml
3775,234,708,4.62,g
3776,1021,870,4.19,ml
3777,2109,1725,4.91,g
3778,3886,2440,3.53,piece
3779,1071,1242,1.33,ml
3780,2143,999,0.59,piece
3781,24,64,1.3,g
3782,2670,2893,2.98,g
3783,1360,1798,3.74,tsp
3784,2847,707,3.28,ml
3785,796,1445,2.84,tbsp
3786,1612,2745,4.22,ml
3787,3531,569,2.17,ml
3788,1028,1247,2.28,tbsp
3789,2128,1465,4.19,tsp
3790,1419,954,1.43,ml
3791,2963,2860,1.55,tbsp
3792,391,2111,1.98,g
3793,2517,1434,0.82,piece
3794,3904,2245,4.15,ml
3795,371,2629,1.25,ml
3796,1915,2392,2.95,cup
3797,2532,1317,4.2,piece
3798,2232,884,1.98,piece
3799,3085,101,2.86,piece
3800,849,2179,3.08,g
